
-------------------------------------
0p/1s
Recomb: 1p/0s + 1p/0s | 3c/1c0a, Prob: 58.00%
Recomb: 1p/0s + 1p/0s | 3c/0c0a, Prob: 57.00%
Recomb: 1p/0s + 1p/0s | 3c/1c2a, Prob: 56.28%
Recomb: 1p/0s + 1p/0s | 2c/4c1a, Prob: 54.50%
Recomb: 1p/0s + 1p/0s | 2c/3c1a, Prob: 53.00%
Recomb: 1p/0s + 1p/0s | 2c/2c1a, Prob: 50.50%
Recomb: 1p/0s + 1p/0s | 2c/4c2a, Prob: 50.50%
Recomb: 1p/0s + 1p/0s | 2c/3c2a, Prob: 48.50%
Recomb: 1p/0s + 1p/0s | 2c/1c1a, Prob: 45.50%
Recomb: 1p/0s + 1p/0s | 2c/2c2a, Prob: 45.50%
Recomb: 1p/0s + 1p/0s | 2c/0c1a, Prob: 42.05%
Recomb: 1p/0s + 1p/0s | 2c/1c0a, Prob: 42.05%
Recomb: 1p/0s + 1p/0s | 2c/1c2a, Prob: 40.50%
Recomb: 1p/0s + 1p/0s | 1c/0c2a, Prob: 36.00%
Recomb: 1p/0s + 1p/0s | 1c/2c0a, Prob: 36.00%
Recomb: 1p/0s + 1p/0s | 1c/3c0a, Prob: 36.00%
Recomb: 1p/0s + 1p/0s | 1c/4c0a, Prob: 36.00%
Recomb: 1p/0s + 1p/0s | 1c/5c0a, Prob: 36.00%
Recomb: 1p/0s + 1p/0s | 0c/0c2a, Prob: 33.00%
Recomb: 1p/0s + 1p/0s | 0c/2c0a, Prob: 33.00%
Recomb: 1p/0s + 1p/0s | 0c/3c0a, Prob: 33.00%
Recomb: 1p/0s + 1p/0s | 0c/4c0a, Prob: 33.00%
Recomb: 1p/0s + 1p/0s | 0c/5c0a, Prob: 33.00%
Recomb: 1p/0s + 1p/0s | 0c/6c0a, Prob: 33.00%
Recomb: 1p/0s + 1p/0s | 1c/5c1a, Prob: 32.56%
Recomb: 1p/0s + 1p/0s | 1c/4c1a, Prob: 31.87%
Recomb: 1p/0s + 1p/0s | 0c/5c1a, Prob: 31.17%
Recomb: 1p/0s + 1p/0s | 2c/0c0a, Prob: 31.00%
Recomb: 1p/0s + 1p/0s | 1c/3c1a, Prob: 30.83%
Recomb: 1p/0s + 1p/0s | 0c/4c1a, Prob: 30.80%
Recomb: 1p/0s + 1p/0s | 0c/3c1a, Prob: 30.25%
Recomb: 1p/0s + 1p/0s | 0c/2c1a, Prob: 29.33%
Recomb: 1p/0s + 1p/0s | 0c/4c2a, Prob: 29.33%
Recomb: 1p/0s + 1p/0s | 1c/2c1a, Prob: 29.11%
Recomb: 1p/0s + 1p/0s | 1c/4c2a, Prob: 29.11%
Recomb: 1p/0s + 1p/0s | 0c/3c2a, Prob: 28.60%
Recomb: 1p/0s + 1p/0s | 1c/3c2a, Prob: 27.73%
Recomb: 1p/0s + 1p/0s | 0c/1c1a, Prob: 27.50%
Recomb: 1p/0s + 1p/0s | 0c/2c2a, Prob: 27.50%
Recomb: 1p/0s + 1p/0s | 0c/1c2a, Prob: 25.67%
Recomb: 1p/0s + 1p/0s | 1c/1c1a, Prob: 25.67%
Recomb: 1p/0s + 1p/0s | 1c/2c2a, Prob: 25.67%
Recomb: 1p/0s + 1p/0s | 1c/0c1a, Prob: 23.29%
Recomb: 1p/0s + 1p/0s | 1c/1c0a, Prob: 23.29%
Recomb: 1p/0s + 1p/0s | 1c/1c2a, Prob: 22.22%
Recomb: 1p/0s + 1p/0s | 0c/0c1a, Prob: 19.47%
Recomb: 1p/0s + 1p/0s | 0c/1c0a, Prob: 19.47%
Recomb: 1p/0s + 1p/0s | 1c/0c0a, Prob: 10.00%

-------------------------------------
2p/1s
Recomb: 1p/1s + 1p/1s | 4c/2c0a, Prob: 81.00%
Recomb: 1p/1s + 2p/0s | 3c/3c0a, Prob: 81.00%
Recomb: 2p/0s + 0p/2s | 4c/2c0a, Prob: 81.00%
Recomb: 1p/1s + 1p/1s | 3c/3c0a, Prob: 78.50%
Recomb: 1p/1s + 2p/0s | 2c/4c0a, Prob: 78.50%
Recomb: 2p/0s + 0p/2s | 3c/3c0a, Prob: 78.50%
Recomb: 1p/1s + 2p/0s | 3c/3c1a, Prob: 76.62%
Recomb: 1p/1s + 1p/0s | 3c/3c0a, Prob: 73.50%
Recomb: 1p/1s + 1p/1s | 3c/2c0a, Prob: 73.50%
Recomb: 1p/1s + 2p/0s | 2c/3c0a, Prob: 73.50%
Recomb: 2p/0s + 0p/1s | 3c/3c0a, Prob: 73.50%
Recomb: 2p/0s + 0p/2s | 3c/2c0a, Prob: 73.50%
Recomb: 1p/1s + 1p/1s | 4c/0c0a, Prob: 72.00%
Recomb: 2p/0s + 0p/2s | 4c/0c0a, Prob: 72.00%
Recomb: 1p/1s + 2p/0s | 2c/4c1a, Prob: 71.00%
Recomb: 1p/1s + 2p/0s | 3c/3c2a, Prob: 71.00%
Recomb: 1p/1s + 1p/0s | 4c/2c1a, Prob: 69.75%
Recomb: 1p/1s + 2p/0s | 3c/2c1a, Prob: 69.75%
Recomb: 2p/0s + 0p/1s | 4c/2c1a, Prob: 69.75%
Recomb: 1p/1s + 1p/0s | 3c/3c1a, Prob: 69.12%
Recomb: 1p/1s + 1p/1s | 3c/3c1a, Prob: 69.12%
Recomb: 1p/1s + 2p/0s | 2c/3c1a, Prob: 69.12%
Recomb: 2p/0s + 0p/1s | 3c/3c1a, Prob: 69.12%
Recomb: 2p/0s + 0p/2s | 3c/3c1a, Prob: 69.12%
Recomb: 1p/1s + 2p/0s | 3c/2c2a, Prob: 67.25%
Recomb: 1p/1s + 1p/0s | 4c/2c0a, Prob: 67.00%
Recomb: 1p/1s + 1p/1s | 4c/1c0a, Prob: 67.00%
Recomb: 1p/1s + 2p/0s | 3c/2c0a, Prob: 67.00%
Recomb: 2p/0s + 0p/1s | 4c/2c0a, Prob: 67.00%
Recomb: 2p/0s + 0p/2s | 4c/1c0a, Prob: 67.00%
Recomb: 1p/1s + 1p/1s | 3c/2c1a, Prob: 66.00%
Recomb: 2p/0s + 0p/2s | 3c/2c1a, Prob: 66.00%
Recomb: 1p/1s + 1p/0s | 3c/3c2a, Prob: 63.50%
Recomb: 1p/1s + 2p/0s | 2c/3c2a, Prob: 63.50%
Recomb: 2p/0s + 0p/1s | 3c/3c2a, Prob: 63.50%
Recomb: 1p/1s + 1p/0s | 3c/2c1a, Prob: 62.25%
Recomb: 1p/1s + 2p/0s | 2c/2c1a, Prob: 62.25%
Recomb: 2p/0s + 0p/1s | 3c/2c1a, Prob: 62.25%
Recomb: 1p/1s + 2p/0s | 0c/4c0a, Prob: 62.00%
Recomb: 1p/1s + 2p/0s | 0c/5c0a, Prob: 62.00%
Recomb: 1p/1s + 1p/0s | 2c/4c0a, Prob: 60.50%
Recomb: 1p/1s + 1p/1s | 2c/3c0a, Prob: 60.50%
Recomb: 1p/1s + 1p/1s | 2c/4c0a, Prob: 60.50%
Recomb: 1p/1s + 2p/0s | 1c/4c0a, Prob: 60.50%
Recomb: 1p/1s + 2p/0s | 1c/5c0a, Prob: 60.50%
Recomb: 2p/0s + 0p/1s | 2c/4c0a, Prob: 60.50%
Recomb: 2p/0s + 0p/2s | 2c/3c0a, Prob: 60.50%
Recomb: 2p/0s + 0p/2s | 2c/4c0a, Prob: 60.50%
Recomb: 1p/1s + 1p/0s | 3c/2c2a, Prob: 59.75%
Recomb: 1p/1s + 2p/0s | 2c/2c2a, Prob: 59.75%
Recomb: 2p/0s + 0p/1s | 3c/2c2a, Prob: 59.75%
Recomb: 1p/1s + 1p/0s | 3c/2c0a, Prob: 59.50%
Recomb: 1p/1s + 1p/1s | 3c/1c0a, Prob: 59.50%
Recomb: 1p/1s + 2p/0s | 2c/2c0a, Prob: 59.50%
Recomb: 2p/0s + 0p/1s | 3c/2c0a, Prob: 59.50%
Recomb: 2p/0s + 0p/2s | 3c/1c0a, Prob: 59.50%
Recomb: 1p/1s + 2p/0s | 3c/1c2a, Prob: 58.50%
Recomb: 1p/1s + 2p/0s | 0c/4c1a, Prob: 57.35%
Recomb: 1p/1s + 1p/1s | 3c/0c0a, Prob: 57.00%
Recomb: 2p/0s + 0p/2s | 3c/0c0a, Prob: 57.00%
Recomb: 1p/1s + 1p/1s | 3c/1c1a, Prob: 56.62%
Recomb: 2p/0s + 0p/2s | 3c/1c1a, Prob: 56.62%
Recomb: 1p/1s + 2p/0s | 0c/3c1a, Prob: 56.19%
Recomb: 1p/1s + 1p/0s | 2c/3c0a, Prob: 56.00%
Recomb: 1p/1s + 1p/1s | 2c/2c0a, Prob: 56.00%
Recomb: 1p/1s + 2p/0s | 1c/3c0a, Prob: 56.00%
Recomb: 2p/0s + 0p/1s | 2c/3c0a, Prob: 56.00%
Recomb: 2p/0s + 0p/2s | 2c/2c0a, Prob: 56.00%
Recomb: 1p/1s + 2p/0s | 0c/3c0a, Prob: 55.80%
Recomb: 1p/1s + 1p/0s | 4c/1c1a, Prob: 55.38%
Recomb: 1p/1s + 2p/0s | 3c/1c1a, Prob: 55.38%
Recomb: 2p/0s + 0p/1s | 4c/1c1a, Prob: 55.38%
Recomb: 1p/1s + 1p/0s | 2c/4c1a, Prob: 53.75%
Recomb: 1p/1s + 2p/0s | 1c/4c1a, Prob: 53.75%
Recomb: 2p/0s + 0p/1s | 2c/4c1a, Prob: 53.75%
Recomb: 1p/1s + 2p/0s | 0c/3c2a, Prob: 52.70%
Recomb: 1p/1s + 1p/0s | 4c/1c0a, Prob: 52.50%
Recomb: 1p/1s + 2p/0s | 3c/1c0a, Prob: 52.50%
Recomb: 2p/0s + 0p/1s | 4c/1c0a, Prob: 52.50%
Recomb: 1p/1s + 1p/0s | 2c/3c1a, Prob: 52.06%
Recomb: 1p/1s + 1p/1s | 2c/3c1a, Prob: 52.06%
Recomb: 1p/1s + 2p/0s | 1c/3c1a, Prob: 52.06%
Recomb: 2p/0s + 0p/1s | 2c/3c1a, Prob: 52.06%
Recomb: 2p/0s + 0p/2s | 2c/3c1a, Prob: 52.06%
Recomb: 1p/1s + 1p/0s | 3c/1c2a, Prob: 51.00%
Recomb: 1p/1s + 2p/0s | 2c/1c2a, Prob: 51.00%
Recomb: 2p/0s + 0p/1s | 3c/1c2a, Prob: 51.00%
Recomb: 1p/1s + 2p/0s | 0c/2c2a, Prob: 50.38%
Recomb: 1p/1s + 1p/1s | 2c/2c1a, Prob: 49.25%
Recomb: 2p/0s + 0p/2s | 2c/2c1a, Prob: 49.25%
Recomb: 1p/1s + 2p/0s | 0c/2c1a, Prob: 48.83%
Recomb: 1p/1s + 1p/0s | 3c/1c1a, Prob: 47.88%
Recomb: 1p/1s + 2p/0s | 2c/1c1a, Prob: 47.88%
Recomb: 2p/0s + 0p/1s | 3c/1c1a, Prob: 47.88%
Recomb: 1p/1s + 1p/0s | 2c/3c2a, Prob: 47.00%
Recomb: 1p/1s + 2p/0s | 1c/3c2a, Prob: 47.00%
Recomb: 2p/0s + 0p/1s | 2c/3c2a, Prob: 47.00%
Recomb: 1p/1s + 1p/0s | 2c/2c1a, Prob: 45.88%
Recomb: 1p/1s + 2p/0s | 1c/2c1a, Prob: 45.88%
Recomb: 2p/0s + 0p/1s | 2c/2c1a, Prob: 45.88%
Recomb: 1p/1s + 1p/0s | 3c/1c0a, Prob: 45.00%
Recomb: 1p/1s + 2p/0s | 2c/1c0a, Prob: 45.00%
Recomb: 2p/0s + 0p/1s | 3c/1c0a, Prob: 45.00%
Recomb: 1p/1s + 2p/0s | 3c/0c2a, Prob: 43.75%
Recomb: 1p/1s + 1p/0s | 2c/2c2a, Prob: 43.62%
Recomb: 1p/1s + 1p/1s | 2c/2c2a, Prob: 43.62%
Recomb: 1p/1s + 2p/0s | 1c/2c2a, Prob: 43.62%
Recomb: 2p/0s + 0p/1s | 2c/2c2a, Prob: 43.62%
Recomb: 2p/0s + 0p/2s | 2c/2c2a, Prob: 43.62%
Recomb: 1p/1s + 1p/0s | 2c/2c0a, Prob: 43.40%
Recomb: 1p/1s + 1p/1s | 2c/1c0a, Prob: 43.40%
Recomb: 1p/1s + 2p/0s | 1c/2c0a, Prob: 43.40%
Recomb: 2p/0s + 0p/1s | 2c/2c0a, Prob: 43.40%
Recomb: 2p/0s + 0p/2s | 2c/1c0a, Prob: 43.40%
Recomb: 1p/1s + 1p/0s | 4c/0c0a, Prob: 42.48%
Recomb: 1p/1s + 2p/0s | 3c/0c0a, Prob: 42.48%
Recomb: 2p/0s + 0p/1s | 4c/0c0a, Prob: 42.48%
Recomb: 1p/1s + 2p/0s | 0c/1c2a, Prob: 41.85%
Recomb: 1p/1s + 1p/1s | 2c/1c1a, Prob: 40.81%
Recomb: 2p/0s + 0p/2s | 2c/1c1a, Prob: 40.81%
Recomb: 1p/1s + 1p/0s | 4c/0c1a, Prob: 40.12%
Recomb: 1p/1s + 2p/0s | 3c/0c1a, Prob: 40.12%
Recomb: 2p/0s + 0p/1s | 4c/0c1a, Prob: 40.12%
Recomb: 1p/1s + 2p/0s | 0c/2c0a, Prob: 38.44%
Recomb: 1p/1s + 1p/1s | 2c/1c2a, Prob: 38.00%
Recomb: 2p/0s + 0p/2s | 2c/1c2a, Prob: 38.00%
Recomb: 1p/1s + 1p/0s | 3c/0c2a, Prob: 36.25%
Recomb: 1p/1s + 1p/1s | 3c/0c1a, Prob: 36.25%
Recomb: 1p/1s + 2p/0s | 2c/0c2a, Prob: 36.25%
Recomb: 2p/0s + 0p/1s | 3c/0c2a, Prob: 36.25%
Recomb: 2p/0s + 0p/2s | 3c/0c1a, Prob: 36.25%
Recomb: 1p/1s + 1p/0s | 1c/4c0a, Prob: 36.00%
Recomb: 1p/1s + 1p/0s | 1c/5c0a, Prob: 36.00%
Recomb: 1p/1s + 1p/1s | 1c/3c0a, Prob: 36.00%
Recomb: 1p/1s + 1p/1s | 1c/4c0a, Prob: 36.00%
Recomb: 2p/0s + 0p/1s | 1c/4c0a, Prob: 36.00%
Recomb: 2p/0s + 0p/1s | 1c/5c0a, Prob: 36.00%
Recomb: 2p/0s + 0p/2s | 1c/3c0a, Prob: 36.00%
Recomb: 2p/0s + 0p/2s | 1c/4c0a, Prob: 36.00%
Recomb: 1p/1s + 1p/0s | 2c/1c2a, Prob: 35.75%
Recomb: 1p/1s + 2p/0s | 1c/1c2a, Prob: 35.75%
Recomb: 2p/0s + 0p/1s | 2c/1c2a, Prob: 35.75%
Recomb: 1p/1s + 1p/0s | 3c/0c0a, Prob: 33.63%
Recomb: 1p/1s + 2p/0s | 2c/0c0a, Prob: 33.63%
Recomb: 2p/0s + 0p/1s | 3c/0c0a, Prob: 33.63%
Recomb: 1p/1s + 1p/0s | 0c/4c0a, Prob: 33.00%
Recomb: 1p/1s + 1p/0s | 0c/5c0a, Prob: 33.00%
Recomb: 1p/1s + 1p/1s | 0c/3c0a, Prob: 33.00%
Recomb: 1p/1s + 1p/1s | 0c/4c0a, Prob: 33.00%
Recomb: 2p/0s + 0p/1s | 0c/4c0a, Prob: 33.00%
Recomb: 2p/0s + 0p/1s | 0c/5c0a, Prob: 33.00%
Recomb: 2p/0s + 0p/2s | 0c/3c0a, Prob: 33.00%
Recomb: 2p/0s + 0p/2s | 0c/4c0a, Prob: 33.00%
Recomb: 1p/1s + 1p/0s | 2c/1c1a, Prob: 32.94%
Recomb: 1p/1s + 2p/0s | 1c/1c1a, Prob: 32.94%
Recomb: 2p/0s + 0p/1s | 2c/1c1a, Prob: 32.94%
Recomb: 1p/1s + 1p/0s | 1c/3c0a, Prob: 32.90%
Recomb: 1p/1s + 1p/1s | 1c/2c0a, Prob: 32.90%
Recomb: 2p/0s + 0p/1s | 1c/3c0a, Prob: 32.90%
Recomb: 2p/0s + 0p/2s | 1c/2c0a, Prob: 32.90%
Recomb: 1p/1s + 1p/0s | 3c/0c1a, Prob: 32.62%
Recomb: 1p/1s + 2p/0s | 2c/0c1a, Prob: 32.62%
Recomb: 2p/0s + 0p/1s | 3c/0c1a, Prob: 32.62%
Recomb: 1p/1s + 1p/0s | 1c/4c1a, Prob: 31.35%
Recomb: 2p/0s + 0p/1s | 1c/4c1a, Prob: 31.35%
Recomb: 1p/1s + 2p/0s | 0c/1c1a, Prob: 31.23%
Recomb: 1p/1s + 1p/1s | 2c/0c0a, Prob: 31.00%
Recomb: 2p/0s + 0p/2s | 2c/0c0a, Prob: 31.00%
Recomb: 1p/1s + 1p/0s | 0c/4c1a, Prob: 30.53%
Recomb: 2p/0s + 0p/1s | 0c/4c1a, Prob: 30.53%
Recomb: 1p/1s + 1p/0s | 2c/1c0a, Prob: 30.35%
Recomb: 1p/1s + 2p/0s | 1c/1c0a, Prob: 30.35%
Recomb: 2p/0s + 0p/1s | 2c/1c0a, Prob: 30.35%
Recomb: 1p/1s + 1p/0s | 1c/3c1a, Prob: 30.19%
Recomb: 1p/1s + 1p/1s | 1c/3c1a, Prob: 30.19%
Recomb: 2p/0s + 0p/1s | 1c/3c1a, Prob: 30.19%
Recomb: 2p/0s + 0p/2s | 1c/3c1a, Prob: 30.19%
Recomb: 1p/1s + 1p/0s | 0c/3c1a, Prob: 29.91%
Recomb: 1p/1s + 1p/1s | 0c/3c1a, Prob: 29.91%
Recomb: 2p/0s + 0p/1s | 0c/3c1a, Prob: 29.91%
Recomb: 2p/0s + 0p/2s | 0c/3c1a, Prob: 29.91%
Recomb: 1p/1s + 1p/0s | 0c/3c0a, Prob: 29.70%
Recomb: 1p/1s + 1p/1s | 0c/2c0a, Prob: 29.70%
Recomb: 2p/0s + 0p/1s | 0c/3c0a, Prob: 29.70%
Recomb: 2p/0s + 0p/2s | 0c/2c0a, Prob: 29.70%
Recomb: 1p/1s + 1p/1s | 0c/2c1a, Prob: 28.88%
Recomb: 2p/0s + 0p/2s | 0c/2c1a, Prob: 28.88%
Recomb: 1p/1s + 1p/1s | 1c/2c1a, Prob: 28.25%
Recomb: 2p/0s + 0p/2s | 1c/2c1a, Prob: 28.25%
Recomb: 1p/1s + 1p/0s | 0c/3c2a, Prob: 28.05%
Recomb: 2p/0s + 0p/1s | 0c/3c2a, Prob: 28.05%
Recomb: 1p/1s + 1p/0s | 0c/2c2a, Prob: 26.81%
Recomb: 1p/1s + 1p/1s | 0c/2c2a, Prob: 26.81%
Recomb: 2p/0s + 0p/1s | 0c/2c2a, Prob: 26.81%
Recomb: 2p/0s + 0p/2s | 0c/2c2a, Prob: 26.81%
Recomb: 1p/1s + 1p/0s | 1c/3c2a, Prob: 26.70%
Recomb: 2p/0s + 0p/1s | 1c/3c2a, Prob: 26.70%
Recomb: 1p/1s + 1p/0s | 0c/2c1a, Prob: 25.99%
Recomb: 2p/0s + 0p/1s | 0c/2c1a, Prob: 25.99%
Recomb: 1p/1s + 1p/0s | 1c/2c1a, Prob: 25.93%
Recomb: 2p/0s + 0p/1s | 1c/2c1a, Prob: 25.93%
Recomb: 1p/1s + 1p/1s | 2c/0c2a, Prob: 25.62%
Recomb: 2p/0s + 0p/2s | 2c/0c2a, Prob: 25.62%
Recomb: 1p/1s + 1p/1s | 0c/1c2a, Prob: 24.75%
Recomb: 2p/0s + 0p/2s | 0c/1c2a, Prob: 24.75%
Recomb: 1p/1s + 1p/0s | 1c/2c2a, Prob: 24.38%
Recomb: 1p/1s + 1p/1s | 1c/2c2a, Prob: 24.38%
Recomb: 2p/0s + 0p/1s | 1c/2c2a, Prob: 24.38%
Recomb: 2p/0s + 0p/2s | 1c/2c2a, Prob: 24.38%
Recomb: 1p/1s + 1p/0s | 1c/2c0a, Prob: 24.22%
Recomb: 1p/1s + 1p/1s | 1c/1c0a, Prob: 24.22%
Recomb: 2p/0s + 0p/1s | 1c/2c0a, Prob: 24.22%
Recomb: 2p/0s + 0p/2s | 1c/1c0a, Prob: 24.22%
Recomb: 1p/1s + 1p/1s | 0c/1c1a, Prob: 24.13%
Recomb: 2p/0s + 0p/2s | 0c/1c1a, Prob: 24.13%
Recomb: 1p/1s + 2p/0s | 0c/0c2a, Prob: 24.03%
Recomb: 1p/1s + 1p/0s | 2c/0c2a, Prob: 22.48%
Recomb: 1p/1s + 1p/1s | 2c/0c1a, Prob: 22.48%
Recomb: 1p/1s + 2p/0s | 1c/0c2a, Prob: 22.48%
Recomb: 2p/0s + 0p/1s | 2c/0c2a, Prob: 22.48%
Recomb: 2p/0s + 0p/2s | 2c/0c1a, Prob: 22.48%
Recomb: 1p/1s + 1p/1s | 1c/1c1a, Prob: 22.44%
Recomb: 2p/0s + 0p/2s | 1c/1c1a, Prob: 22.44%
Recomb: 1p/1s + 1p/0s | 0c/1c2a, Prob: 22.28%
Recomb: 2p/0s + 0p/1s | 0c/1c2a, Prob: 22.28%
Recomb: 1p/1s + 1p/1s | 1c/1c2a, Prob: 20.50%
Recomb: 2p/0s + 0p/2s | 1c/1c2a, Prob: 20.50%
Recomb: 1p/1s + 1p/0s | 0c/2c0a, Prob: 20.46%
Recomb: 1p/1s + 1p/1s | 0c/1c0a, Prob: 20.46%
Recomb: 1p/1s + 2p/0s | 0c/1c0a, Prob: 20.46%
Recomb: 2p/0s + 0p/1s | 0c/2c0a, Prob: 20.46%
Recomb: 2p/0s + 0p/2s | 0c/1c0a, Prob: 20.46%
Recomb: 1p/1s + 1p/0s | 2c/0c1a, Prob: 19.21%
Recomb: 1p/1s + 2p/0s | 1c/0c1a, Prob: 19.21%
Recomb: 2p/0s + 0p/1s | 2c/0c1a, Prob: 19.21%
Recomb: 1p/1s + 1p/0s | 1c/1c2a, Prob: 18.95%
Recomb: 2p/0s + 0p/1s | 1c/1c2a, Prob: 18.95%
Recomb: 1p/1s + 1p/1s | 0c/0c2a, Prob: 18.56%
Recomb: 2p/0s + 0p/2s | 0c/0c2a, Prob: 18.56%
Recomb: 1p/1s + 1p/0s | 2c/0c0a, Prob: 18.29%
Recomb: 1p/1s + 2p/0s | 1c/0c0a, Prob: 18.29%
Recomb: 2p/0s + 0p/1s | 2c/0c0a, Prob: 18.29%
Recomb: 1p/1s + 1p/0s | 1c/1c1a, Prob: 17.01%
Recomb: 2p/0s + 0p/1s | 1c/1c1a, Prob: 17.01%
Recomb: 1p/1s + 1p/0s | 0c/1c1a, Prob: 16.62%
Recomb: 2p/0s + 0p/1s | 0c/1c1a, Prob: 16.62%
Recomb: 1p/1s + 1p/0s | 1c/1c0a, Prob: 15.23%
Recomb: 2p/0s + 0p/1s | 1c/1c0a, Prob: 15.23%
Recomb: 1p/1s + 1p/0s | 0c/0c2a, Prob: 12.79%
Recomb: 1p/1s + 1p/1s | 0c/0c1a, Prob: 12.79%
Recomb: 1p/1s + 2p/0s | 0c/0c1a, Prob: 12.79%
Recomb: 2p/0s + 0p/1s | 0c/0c2a, Prob: 12.79%
Recomb: 2p/0s + 0p/2s | 0c/0c1a, Prob: 12.79%
Recomb: 1p/1s + 1p/1s | 1c/0c2a, Prob: 11.98%
Recomb: 2p/0s + 0p/2s | 1c/0c2a, Prob: 11.98%
Recomb: 1p/1s + 1p/0s | 0c/1c0a, Prob: 10.89%
Recomb: 2p/0s + 0p/1s | 0c/1c0a, Prob: 10.89%
Recomb: 1p/1s + 1p/1s | 1c/0c0a, Prob: 10.00%
Recomb: 2p/0s + 0p/2s | 1c/0c0a, Prob: 10.00%
Recomb: 1p/1s + 1p/0s | 1c/0c2a, Prob: 9.80%
Recomb: 1p/1s + 1p/1s | 1c/0c1a, Prob: 9.80%
Recomb: 2p/0s + 0p/1s | 1c/0c2a, Prob: 9.80%
Recomb: 2p/0s + 0p/2s | 1c/0c1a, Prob: 9.80%
Recomb: 1p/1s + 1p/0s | 1c/0c1a, Prob: 7.56%
Recomb: 2p/0s + 0p/1s | 1c/0c1a, Prob: 7.56%
Recomb: 1p/1s + 1p/0s | 0c/0c1a, Prob: 6.81%
Recomb: 2p/0s + 0p/1s | 0c/0c1a, Prob: 6.81%
Recomb: 1p/1s + 1p/0s | 1c/0c0a, Prob: 5.90%
Recomb: 2p/0s + 0p/1s | 1c/0c0a, Prob: 5.90%
Recomb: 1p/1s + 1p/1s | 0c/0c0a, Prob: 5.45%
Recomb: 2p/0s + 0p/2s | 0c/0c0a, Prob: 5.45%
Recomb: 1p/1s + 2p/0s | 0c/0c0a, Prob: 2.95%

-------------------------------------
3p/1s
Recomb: 2p/1s + 3p/0s | 0c/4c0a, Prob: 57.00%
Recomb: 2p/1s + 3p/0s | 0c/5c0a, Prob: 57.00%
Recomb: 2p/1s + 3p/0s | 0c/4c1a, Prob: 52.44%
Recomb: 2p/1s + 3p/0s | 0c/3c0a, Prob: 51.30%
Recomb: 2p/1s + 3p/0s | 0c/3c1a, Prob: 51.30%
Recomb: 2p/1s + 3p/0s | 0c/3c2a, Prob: 47.88%
Recomb: 2p/1s + 3p/0s | 0c/2c2a, Prob: 45.60%
Recomb: 2p/1s + 3p/0s | 0c/2c1a, Prob: 44.46%
Recomb: 2p/1s + 3p/0s | 0c/1c2a, Prob: 37.62%
Recomb: 2p/1s + 1p/1s | 3c/3c0a, Prob: 36.00%
Recomb: 2p/1s + 1p/2s | 3c/2c0a, Prob: 36.00%
Recomb: 2p/1s + 1p/2s | 3c/3c0a, Prob: 36.00%
Recomb: 2p/1s + 2p/0s | 2c/4c0a, Prob: 36.00%
Recomb: 2p/1s + 2p/1s | 2c/3c0a, Prob: 36.00%
Recomb: 2p/1s + 2p/1s | 2c/4c0a, Prob: 36.00%
Recomb: 2p/1s + 3p/0s | 1c/4c0a, Prob: 36.00%
Recomb: 2p/1s + 3p/0s | 1c/5c0a, Prob: 36.00%
Recomb: 3p/0s + 0p/2s | 3c/3c0a, Prob: 36.00%
Recomb: 3p/0s + 0p/3s | 3c/2c0a, Prob: 36.00%
Recomb: 3p/0s + 0p/3s | 3c/3c0a, Prob: 36.00%
Recomb: 3p/0s + 1p/1s | 2c/4c0a, Prob: 36.00%
Recomb: 3p/0s + 1p/2s | 2c/3c0a, Prob: 36.00%
Recomb: 3p/0s + 1p/2s | 2c/4c0a, Prob: 36.00%
Recomb: 2p/1s + 3p/0s | 0c/2c0a, Prob: 35.34%
Recomb: 1p/1s + 2p/0s | 3c/3c0a, Prob: 32.40%
Recomb: 2p/1s + 1p/0s | 3c/3c0a, Prob: 32.40%
Recomb: 2p/1s + 1p/1s | 3c/2c0a, Prob: 32.40%
Recomb: 2p/1s + 1p/2s | 3c/1c0a, Prob: 32.40%
Recomb: 2p/1s + 2p/0s | 2c/3c0a, Prob: 32.40%
Recomb: 2p/1s + 2p/1s | 2c/2c0a, Prob: 32.40%
Recomb: 2p/1s + 3p/0s | 1c/3c0a, Prob: 32.40%
Recomb: 3p/0s + 0p/1s | 3c/3c0a, Prob: 32.40%
Recomb: 3p/0s + 0p/2s | 3c/2c0a, Prob: 32.40%
Recomb: 3p/0s + 0p/3s | 3c/1c0a, Prob: 32.40%
Recomb: 3p/0s + 1p/1s | 2c/3c0a, Prob: 32.40%
Recomb: 3p/0s + 1p/2s | 2c/2c0a, Prob: 32.40%
Recomb: 2p/1s + 2p/0s | 0c/4c0a, Prob: 31.00%
Recomb: 2p/1s + 2p/0s | 0c/5c0a, Prob: 31.00%
Recomb: 2p/1s + 2p/1s | 0c/3c0a, Prob: 31.00%
Recomb: 2p/1s + 2p/1s | 0c/4c0a, Prob: 31.00%
Recomb: 3p/0s + 1p/1s | 0c/4c0a, Prob: 31.00%
Recomb: 3p/0s + 1p/1s | 0c/5c0a, Prob: 31.00%
Recomb: 3p/0s + 1p/2s | 0c/3c0a, Prob: 31.00%
Recomb: 3p/0s + 1p/2s | 0c/4c0a, Prob: 31.00%
Recomb: 2p/1s + 2p/0s | 2c/4c1a, Prob: 30.24%
Recomb: 2p/1s + 3p/0s | 1c/4c1a, Prob: 30.24%
Recomb: 3p/0s + 1p/1s | 2c/4c1a, Prob: 30.24%
